,ref_id,features,target
20,f1_1002780,"[1, 1, 1, 1, 0.9945, 1.0, 1.0, 1.0, 1.0, 0.9945, 0.1813090909090909, 0.09999999999999998, 0.19354838709677424, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.32432432432432434, 0, 1, 1, 0.07692307692307693, 0, 0, 1, 0.07692307692307693, 1, 0.06666666666666667, 0, 1, 1, 0.32432432432432434, 0, 1, 1, 0.010810810810810811, 0, 1]",False
21,f1_1002780,"[1, 1, 1, 1, 0.9945, 1.0, 1.0, 1.0, 1.0, 0.9945, 0.5949333333333333, 0.8, 0.8709677419354839, 1, 1, 0.9998, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1.0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1.0, 0, 0, 1, 0.007142857142857143, 0, 0]",True
22,f1_1002780,"[1, 1, 0, 0, 0.9945, 0.0, 0.0, 0.0, 0.0, 0, 0.22224545454545455, 0.30000000000000004, 0.22580645161290325, 1, 1, 0.9998, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.5714285714285714, 1, 1, 1, 0.09523809523809523, 0, 0, 1, 0.09523809523809523, 0, 0, 0, 1, 1, 0.5714285714285714, 0, 0, 1, 0.014285714285714285, 0, 1]",False
23,f1_1002780,"[1, 1, 1, 1, 0.9945, 1.0, 1.0, 1.0, 1.0, 0.9945, 0.1813090909090909, 0.09999999999999998, 0.19354838709677424, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.32432432432432434, 0, 1, 1, 0.07692307692307693, 0, 0, 1, 0.07692307692307693, 1, 0.06666666666666667, 0, 1, 1, 0.32432432432432434, 0, 1, 1, 0.010810810810810811, 0, 1]",False
24,f1_1002780,"[1, 1, 0, 0, 0.9945, 0.0, 0.0, 0.0, 0.0, 0, 0.11490625, 0.0, 0.27419354838709675, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0, 0, 0, 1, 1, 0.08695652173913043, 0, 0, 1, 0.08695652173913043, 0, 0, 0, 0, 1, 0.35185185185185186, 0, 0, 1, 0.007407407407407408, 0, 1]",False
25,f1_1002780,"[1, 1, 0, 0, 0.9945, 0.0, 0.0, 0.0, 0.0, 0, 0.18805384615384615, 0.19999999999999996, 0.17741935483870963, 1, 1, 0.9998, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.36363636363636365, 1, 1, 1, 0.23529411764705882, 0, 0, 1, 0.23529411764705882, 0, 0, 0, 1, 1, 0.36363636363636365, 0, 1, 1, 0.00909090909090909, 0, 1]",False
26,f1_1002780,"[1, 1, 1, 1, 0.9945, 1.0, 1.0, 1.0, 1.0, 0.9945, 0.13296, 0.0, 0.09677419354838712, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0.20454545454545456, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.20454545454545456, 0, 0, 1, 0.00909090909090909, 0, 0]",False
27,f1_1002780,"[1, 1, 0, 0, 0.9945, 0.0, 0.0, 0.0, 0.0, 0, 0.24584999999999996, 0.0, 0.032258064516129004, 1, 1, 0.9998, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.27586206896551724, 1, 1, 1, 0.14285714285714285, 0, 0, 1, 0.14285714285714285, 1, 0.1, 0, 1, 1, 0.27586206896551724, 0, 1, 1, 0.006896551724137931, 0, 1]",False
28,f1_1002780,"[1, 1, 0, 0, 0.9945, 0.0, 0.0, 0.0, 0.0, 0, 0.22224545454545455, 0.30000000000000004, 0.22580645161290325, 1, 1, 0.9998, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.5925925925925926, 1, 1, 1, 0.15625, 0, 0, 1, 0.15625, 0, 0, 0, 1, 1, 0.5925925925925926, 0, 1, 1, 0.014814814814814815, 0, 1]",False
29,f1_1002780,"[1, 1, 0, 0, 0.9945, 0.0, 0.0, 0.0, 0.0, 0, 0.12223500000000001, 0.19999999999999996, 0.24, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.29411764705882354, 0, 1, 1, 0.19230769230769232, 0, 0, 1, 0.19230769230769232, 1, 0.06666666666666667, 0, 1, 1, 0.29411764705882354, 0, 1, 1, 0.00392156862745098, 0, 1]",False
30,f1_1002780,"[0, 0, 0, 0, 0.9945, 0, 0, 0, 0, 0, 0.13042222222222222, 0.19999999999999996, 0.09677419354838712, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 1.0, 0, 1, 1, 0.17391304347826086, 0, 0, 1, 0.17391304347826086, 0, 0, 0, 1, 1, 1.0, 0, 0, 1, 0.05, 0, 0]",False
31,f1_1006986,"[1, 1, 0, 1, 0.9931, 0.0, 1.0, 0.0, 1.0, 0, 0.18487142857142858, 0.2777777777777778, 0.19791666666666663, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.23469387755102042, 0, 1, 1, 0.07894736842105263, 0, 0, 1, 0.07894736842105263, 1, 0.06666666666666667, 0, 1, 1, 0.23469387755102042, 0, 1, 1, 0.004081632653061225, 0, 1]",False
32,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.15378461538461538, 0.18181818181818177, 0.33333333333333337, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0, 0, 0, 1, 0.7586206896551724, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0.7586206896551724, 0, 0, 1, 0.013793103448275862, 0, 0]",False
33,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.1966857142857143, 0.18181818181818177, 0.031746031746031744, 1, 1, 1.0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.1509433962264151, 1, 1, 1, 0.1095890410958904, 0, 0, 1, 0.1095890410958904, 0, 0, 0, 1, 1, 0.1509433962264151, 0, 1, 1, 0.007547169811320755, 0, 1]",False
34,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.25, 0.25, 0.25, 0.248275, 0.08187391304347826, 0.0625, 0.01098901098901095, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.08602150537634409, 0, 1, 1, 0.125, 0, 0, 1, 0.125, 0, 0, 0, 0, 1, 0.08602150537634409, 0, 1, 1, 0.004301075268817204, 0, 1]",False
35,f1_1006986,"[1, 1, 1, 1, 0.9931, 1.0, 1.0, 1.0, 1.0, 0.9931, 0.0623625, 0.09090909090909094, 0.09523809523809523, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.16666666666666666, 0, 1, 1, 0.19047619047619047, 0, 0, 1, 0.19047619047619047, 0, 0, 0, 1, 1, 0.16666666666666666, 0, 0, 1, 0.011111111111111112, 0, 1]",False
36,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.15173157894736844, 0.19999999999999996, 0.1097560975609756, 1, 1, 1.0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.2, 0.09090909090909091, 1, 0.13095238095238096, 1, 1, 1, 0.18604651162790697, 0, 0, 1, 0.18604651162790697, 1, 0.06666666666666667, 0, 1, 1, 0.13095238095238096, 0, 1, 1, 0.004761904761904762, 0, 0]",False
37,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.18174545454545454, 0.2727272727272727, 0.31746031746031744, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.9166666666666666, 0, 1, 1, 0.0625, 0, 0, 1, 0.0625, 0, 0, 0, 1, 1, 0.9166666666666666, 0, 1, 1, 0.016666666666666666, 0, 1]",False
38,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.1393111111111111, 0.2727272727272727, 0.25396825396825395, 1, 1, 1.0, 1, 0, 0.0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0.0037735849056603774, 0, 0, 0, 0, 0, 1, 1, 0.4583333333333333, 0, 0, 1, 0.003076923076923077, 0, 0]",False
39,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.25, 0.25, 0.25, 0.248275, 0.08187391304347826, 0.0625, 0.01098901098901095, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.08602150537634409, 0, 1, 1, 0.125, 0, 0, 1, 0.125, 0, 0, 0, 1, 1, 0.08602150537634409, 0, 1, 1, 0.004301075268817204, 0, 1]",False
40,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.12542608695652174, 0.1875, 0.1578947368421053, 1, 1, 1.0, 1, 0, 0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.10309278350515463, 1, 1, 1, 0.19230769230769232, 0, 0, 1, 0.19230769230769232, 0, 0, 0, 0, 1, 0.10309278350515463, 0, 0, 1, 0.004123711340206186, 0, 0]",False
41,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.1450076923076923, 0.09090909090909094, 0.11111111111111116, 1, 1, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.3333333333333333, 0, 0, 1, 0.01818181818181818, 0, 1]",False
42,f1_1006986,"[1, 1, 1, 1, 0.9931, 1.0, 1.0, 1.0, 1.0, 0.9931, 0.1696764705882353, 0.09090909090909094, 0.07936507936507942, 1, 1, 1.0, 1, 0, 0.0, 0, 0, 0, 1, 0, 0, 0, 1, 0.2857142857142857, 1, 1, 0, 0, 1, 0.006896551724137931, 0, 0, 0, 0, 0, 1, 1, 0.2857142857142857, 0, 0, 1, 0.007142857142857143, 0, 0]",False
43,f1_1006986,"[1, 1, 0, 1, 0.9931, 0.0, 1.0, 0.0, 1.0, 0, 0.18487142857142858, 0.2777777777777778, 0.19791666666666663, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.23469387755102042, 0, 1, 1, 0.07894736842105263, 0, 0, 1, 0.07894736842105263, 1, 0.06666666666666667, 0, 1, 1, 0.23469387755102042, 0, 1, 1, 0.004081632653061225, 0, 1]",False
44,f1_1006986,"[1, 1, 1, 1, 0.9931, 0.0, 1.0, 1.0, 1.0, 0.9931, 0.1173125, 0.09090909090909094, 0.031746031746031744, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.11764705882352941, 0, 1, 1, 0.2727272727272727, 0, 0, 1, 0.2727272727272727, 1, 0.06666666666666667, 0, 1, 1, 0.11764705882352941, 0, 1, 1, 0.011764705882352941, 0, 1]",False
45,f1_1006986,"[1, 1, 0, 0, 0.9931, 0.0, 0.0, 0.0, 0.0, 0, 0.18174545454545454, 0.2727272727272727, 0.31746031746031744, 1, 0, 0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 1, 0.9166666666666666, 0, 1, 1, 0.0625, 0, 0, 1, 0.0625, 0, 0, 0, 1, 1, 0.9166666666666666, 0, 0, 1, 0.016666666666666666, 0, 1]",False
46,f1_1011158,"[1, 1, 1, 1, 0.9964, 1.0, 1.0, 1.0, 1.0, 0.9964, 0.8212, 1.0, 1.0, 1, 1, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1.0, 1, 1, 0, 0, 1, 0.00816326530612245, 0, 0, 0, 0, 0, 0, 1, 1.0, 0, 0, 1, 0.0058823529411764705, 0, 0]",True
47,f1_1011158,"[1, 1, 1, 1, 0.9964, 1.0, 1.0, 1.0, 1.0, 0.9964, 0.8212, 1.0, 1.0, 1, 1, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1.0, 1, 1, 0, 0, 1, 0.00816326530612245, 0, 0, 0, 0, 0, 0, 1, 1.0, 0, 0, 1, 0.0058823529411764705, 0, 0]",True
48,f1_1011158,"[1, 1, 0, 0, 0.9964, 0.0, 0.0, 0.0, 0.0, 0, 0.1513153846153846, 0.2222222222222222, 0.1797752808988764, 1, 1, 1.0, 1, 0, 0.0, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0, 0, 1, 1, 1, 0.024242424242424242, 0, 0, 1, 0.024242424242424242, 0, 0, 0, 1, 1, 0.17582417582417584, 0, 0, 1, 0.006593406593406593, 0, 0]",False
49,f1_1011158,"[1, 1, 1, 1, 0.9964, 1.0, 1.0, 1.0, 1.0, 0.9964, 0.8212, 1.0, 1.0, 1, 1, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0.00816326530612245, 0, 0, 0, 0, 0, 0, 1, 1.0, 0, 0, 1, 0.0058823529411764705, 0, 0]",True
50,f1_1011158,"[1, 1, 1, 1, 0.9964, 1.0, 1.0, 1.0, 1.0, 0.9964, 0.8212, 1.0, 1.0, 1, 1, 1.0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1.0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1.0, 0, 0, 1, 0.0058823529411764705, 0, 0]",True
51,f1_1011158,"[0, 0, 0, 0, 0.9964, 0, 0, 0, 0, 0, 0.16651666666666667, 0.33333333333333337, 0.25757575757575757, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0.0, 0.16666666666666666, 0.1111111111111111, 1, 1.0, 0, 1, 1, 0.09876543209876543, 0, 0, 1, 0.09876543209876543, 0, 0, 0, 0, 1, 1.0, 0, 0, 1, 0.021052631578947368, 0, 0]",False
52,f1_1011248,"[1, 1, 0, 0, 0.9974, 0.0, 0.0, 0.0, 0.0, 0, 0.19769333333333333, 0.23076923076923073, 0.08139534883720934, 1, 0, 0, 1, 1, 0.0, 0.44005, 1, 0, 1, 0.07692307692307687, 0.2, 0.07692307692307693, 1, 0.30434782608695654, 0, 1, 1, 0.2903225806451613, 0, 0, 1, 0.2903225806451613, 0, 0, 0, 1, 1, 0.30434782608695654, 1, 1, 1, 0.017391304347826087, 1, 1]",False
53,f1_1011248,"[1, 1, 0, 0, 0.9974, 0.0, 0.0, 0.0, 0.0, 0, 0.24920499999999998, 0.2666666666666667, 0.11627906976744184, 1, 1, 1.0, 1, 1, 0.0, 0.44005, 1, 0, 1, 0.07692307692307687, 0.2, 0.07692307692307693, 1, 0.14285714285714285, 1, 1, 1, 0.28125, 0, 0, 1, 0.28125, 0, 0, 0, 1, 1, 0.14285714285714285, 1, 1, 1, 0.005714285714285714, 1, 1]",False
54,f1_1011248,"[1, 1, 1, 1, 0.9974, 0.0, 1.0, 1.0, 1.0, 0.9974, 0.11679999999999999, 0.07692307692307687, 0.023255813953488413, 1, 0, 0, 1, 1, 0.0, 0.44005, 1, 0, 1, 0.0, 0.0, 0.0, 1, 0.20833333333333334, 0, 1, 1, 0.13636363636363635, 0, 0, 1, 0.13636363636363635, 1, 0.06666666666666667, 0, 1, 1, 0.20833333333333334, 1, 1, 1, 0.016666666666666666, 1, 1]",False
55,f1_1011248,"[1, 1, 1, 1, 0.9974, 1.0, 1.0, 1.0, 1.0, 0.9974, 0.9197923076923077, 1.0, 1.0, 1, 1, 1.0, 1, 1, 0.9871, 0.93935, 1, 0, 1, 0.07692307692307687, 0.14285714285714285, 0.07692307692307693, 1, 1.0, 1, 1, 1, 0.92, 0, 0, 1, 0.92, 1, 0.06666666666666667, 1, 1, 1, 1.0, 1, 1, 1, 0.004545454545454545, 1, 1]",True
56,f1_1011248,"[1, 1, 0, 0, 0.9974, 0.0, 0.5, 0.5, 0.5, 0.4987, 0.149245, 0.07692307692307687, 0.05813953488372092, 1, 1, 1.0, 1, 1, 0.0, 0.29336666666666666, 1, 0, 1, 0.07692307692307687, 0.14285714285714285, 0.07692307692307693, 1, 0.0847457627118644, 1, 1, 1, 0.15517241379310345, 0, 0, 1, 0.15517241379310345, 1, 0.06666666666666667, 0, 1, 1, 0.0847457627118644, 1, 1, 1, 0.006779661016949152, 0, 1]",False
57,f1_1011248,"[1, 1, 0, 0, 0.9974, 0.0, 0.0, 0.0, 0.0, 0, 0.310025, 0.3846153846153846, 0.36046511627906974, 1, 0, 0, 1, 1, 0.0, 0, 1, 0, 1, 0.07692307692307687, 0.3333333333333333, 0.07692307692307693, 1, 0.5689655172413793, 0, 1, 1, 0.19230769230769232, 0, 0, 1, 0.19230769230769232, 0, 0, 0, 1, 1, 0.5689655172413793, 0, 1, 1, 0.006896551724137931, 0, 1]",False
58,f1_1011248,"[1, 1, 0, 0, 0.9974, 0.0, 0.0, 0.0, 0.0, 0, 0.2376, 0.25, 0.313953488372093, 1, 1, 1.0, 1, 0, 0.0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0.00625, 0, 0, 0, 0, 0, 0, 1, 0.125, 0, 0, 1, 0.004545454545454545, 0, 1]",False
59,f1_1011248,"[1, 1, 1, 1, 0.9974, 0.0, 0.1428571428571429, 0.14285714285714285, 0.14285714285714285, 0.14248571428571427, 0.12441875, 0.07692307692307687, 0.011627906976744207, 1, 1, 1.0, 1, 1, 0.0, 0.29336666666666666, 1, 0, 1, 0.0, 0.0, 0.0, 1, 0.08571428571428572, 1, 1, 1, 0.13636363636363635, 0, 0, 1, 0.13636363636363635, 1, 0.06666666666666667, 0, 1, 1, 0.08571428571428572, 1, 1, 1, 0.011428571428571429, 0, 1]",False
60,f1_1011248,"[1, 1, 0, 0, 0.9974, 0.0, 0.0, 0.0, 0.0, 0, 0.17443529411764705, 0.07692307692307687, 0.023255813953488413, 1, 0, 0, 1, 1, 0.0, 0.44005, 1, 0, 1, 0.07692307692307687, 0.25, 0.07692307692307693, 1, 0.1794871794871795, 0, 1, 1, 0.5945945945945946, 0, 0, 1, 0.5945945945945946, 0, 0, 0, 1, 1, 0.1794871794871795, 1, 1, 1, 0.010256410256410256, 1, 1]",False
61,f1_1011248,"[1, 1, 0, 0, 0.9974, 0.0, 0.25, 0.25, 0.25, 0.24935, 0.09048636363636363, 0.0, 0.011627906976744207, 1, 1, 1.0, 1, 0, 0.0, 0.29336666666666666, 1, 0, 1, 0.0, 0.0, 0.0, 1, 0.04918032786885246, 1, 1, 1, 0.09523809523809523, 0, 0, 1, 0.09523809523809523, 0, 0, 0, 0, 1, 0.04918032786885246, 1, 1, 1, 0.006557377049180328, 0, 1]",False
