Id_ref,author_name,hash_values,norm_title_str,years
Hylton,[u'hylton'],"[30905367, 200186531, 111003381, 19905527, 26780212, 69906221, 15775877, 11407760, 22230310, 2270245, 8533101, 166796921, 153011700, 176098042, 61317174, 5578977, 68564990, 48640908, 70360063, 5450223, 54231745, 47379221, 34634062, 32649565, 2725782, 10912227, 4881298, 49681162, 142568260, 10123957, 136255074, 63369682, 20122723, 58552459, 10685345, 94421898, 15973179, 65369212, 117910372, 9519766, 89673436, 1679560, 7400824, 90892406, 73172463, 68002481, 738392, 4221545, 50016697, 24031620, 15577011, 58727939, 19023757, 18313039, 36289898, 115980054, 48960523, 14887782, 123926487, 31163834, 15295289, 51932134, 186763517, 44915227, 42667275, 3842528, 26860528, 60662655, 186786354, 12914093, 145980681, 38370084, 2194361, 32274913, 13851941, 65379229, 29853023, 60272485, 64197903, 55670011, 17759532, 155018273, 4760104, 22207132, 52898659, 27004375, 38981265, 26128684, 45408657, 123162152, 179744, 195994289, 49328326, 17472532, 258642050, 786496, 82935265, 19787357, 8255825, 98026955, 23764843]",forrestandsinclairthomson2007revolutionaryhorizonspastandpresentinbolivianpolitics,[]
vandenBogert2006,"[u'vandenbogert', u'aj', u'mclean', u'sg', u'yu', u'b', u'chappell', u'jj', u'garrett', u'we']","[31606814, 269668276, 25391853, 177877524, 203794128, 138363450, 146747240, 11407760, 55284398, 96894338, 6154444, 109771207, 82455792, 49542510, 43947233, 189148582, 4690943, 48640908, 201711735, 153488381, 431081813, 72531127, 123782216, 83332854, 44432011, 6231731, 91945378, 371826596, 102753153, 161877964, 73895609, 48554730, 17238251, 207810828, 18270836, 69303297, 30882735, 146081079, 45689629, 585788925, 139227314, 3563493, 119236550, 16420662, 165197144, 68002481, 25049574, 98299776, 133715029, 43273123, 230639350, 65514488, 122107002, 123510253, 101120813, 76864876, 108376478, 113581298, 64061929, 143431268, 238067659, 304063673, 6970756, 56343639, 99074261, 174525059, 329991215, 42023651, 382658563, 77882398, 122331948, 105453157, 165174319, 78959704, 112014461, 65379229, 62852927, 171993369, 82486038, 55670011, 612045852, 257248555, 36913856, 2399104, 471379339, 80884337, 236032448, 371040714, 115659460, 28813256, 111838698, 30602415, 325146574, 117453540, 29853733, 149430840, 6976103, 128691193, 2823883, 136079801, 257811653]",lettertotheeditorauthorsresponse,[u'2006']
Grieco1987,"[u'grieco', u'm']","[11382417, 239178280, 12953233, 9847541, 17318751, 104114499, 161197605, 4889722, 98626337, 6698837, 200770352, 39552912, 378263, 64501544, 188944873, 3580234, 149548529, 54248533, 17607078, 36824710, 222445199, 12419247, 139563022, 41875496, 33691829, 65585778, 448845486, 9991921, 59407905, 186503725, 174631761, 52095633, 224383754, 32487019, 129776622, 33059765, 86470770, 64494928, 39729099, 10231874, 242684668, 93830190, 12767486, 12178637, 60442033, 200519128, 738392, 5035090, 135093957, 119547048, 55684931, 25304701, 350450447, 36386373, 40700591, 27336452, 55774716, 166124914, 58595112, 150046566, 39358719, 22467737, 6475413, 27084449, 28249768, 58442819, 31595693, 134711879, 138492079, 115331805, 24949833, 81783106, 31145993, 39919811, 79184736, 71033905, 136220688, 18330215, 64197903, 257952784, 16957731, 105137911, 4760104, 50190076, 108480826, 9100820, 115882704, 5887613, 192893728, 20851018, 17270430, 56436605, 85287763, 150250016, 118562420, 119943446, 138692600, 12372030, 160365126, 35168392, 176196619]",keepingitinthefamilysocialnetworksandemploymentchance,[u'1987']
Milbank1993,"[u'milbank', u'j']","[30905367, 67041070, 172165762, 54827463, 17318751, 53908268, 154105015, 52159967, 66170419, 94182288, 125652277, 6775256, 102700308, 14988783, 54203573, 29358132, 79318428, 61749277, 55219034, 36824710, 64927340, 21988446, 34634062, 24954327, 221779534, 271154983, 188831531, 364034779, 378181386, 81133786, 331923494, 7970984, 89007605, 201773507, 89097758, 34002771, 48363446, 134217147, 36679703, 700641092, 62177585, 108236287, 9646185, 292951915, 133862825, 225889784, 196500429, 15993035, 120245631, 181149905, 413204713, 48639997, 23263904, 210281995, 40700591, 183303652, 47044823, 35512190, 112099893, 58186263, 12283592, 7961169, 306225349, 27084449, 7160207, 60746069, 51881232, 200366632, 453963837, 55672775, 122331948, 52471097, 114687816, 14978033, 77685086, 87380380, 357473619, 262057774, 64197903, 79850582, 12555896, 20708843, 74184111, 50190076, 56827133, 45602264, 17273086, 48256836, 119443174, 63535101, 34098423, 15280707, 5660202, 154430709, 462123013, 208104532, 138692600, 21773660, 152448212, 173625795, 279934577]",theologyandsocialtheorybeyondsecularreason,[u'1993']
RA2001,"[u'ra', u'magill', u'mcgrawhill']","[189773414, 371931651, 32839465, 20314670, 67279389, 31464353, 13782330, 160029819, 109444576, 18551855, 17000146, 164114784, 53441869, 162708458, 194188030, 89119285, 52260810, 48640908, 17607078, 112865302, 12134038, 401278892, 22447741, 22069289, 47776987, 103524685, 19556374, 402056857, 30124218, 180364853, 101376366, 121255493, 185927276, 23192674, 288809565, 21759549, 58037536, 25271031, 110671078, 114163247, 127869087, 386858322, 26981597, 88433747, 475545301, 17348630, 17345006, 81207582, 202562174, 209585794, 25027949, 96018156, 80262813, 2059530, 40700591, 47826253, 81196616, 51674320, 59007316, 19376565, 31162124, 60709888, 131234611, 238780976, 123429268, 680821011, 85953984, 203626535, 12310897, 77882398, 31407980, 28927030, 58784188, 174738777, 17615027, 9687106, 250543692, 325373097, 64197903, 55670011, 194512705, 84449274, 199289445, 35254181, 139406133, 469854731, 213817875, 65927598, 77993802, 20851018, 263524071, 192289551, 464663849, 39159166, 89884352, 14531844, 113690327, 236275054, 7832843, 165423556, 26827940]",motorlearningconceptsandapplications,[u'2001']
Preuss1996,"[u'preuss', u'u', u'politicalstudies', u'xliv']","[11382417, 211411925, 12953233, 64299923, 28492682, 81940362, 320111025, 383119213, 71403357, 6698837, 54208302, 32125027, 223765803, 136131633, 283574421, 87260934, 36843235, 20227431, 77013562, 77604371, 26100740, 252827576, 55281632, 32372110, 441629379, 106918913, 563412, 125004238, 9227529, 323058779, 54030653, 313550374, 295458309, 116247239, 18577100, 62168719, 15973179, 101098918, 154009885, 193140225, 176691723, 61141720, 458584768, 313151778, 92300978, 34711823, 163779988, 14393418, 13988228, 496136943, 66429908, 141065137, 247055794, 443610318, 47445008, 30536679, 2260346, 62269, 84608308, 4453114, 137857223, 142171459, 297059176, 122655247, 38226822, 18726290, 31595693, 101342455, 20074332, 143577991, 111533448, 22735513, 178389797, 24906987, 124404656, 98214577, 10097029, 36829466, 227009682, 25047115, 106139817, 56796620, 81750645, 239055091, 108480826, 71208796, 1050881, 11371314, 20042479, 171609895, 115250606, 152111853, 17045214, 304399356, 17591622, 86141883, 233760281, 349382909, 145636656, 175544671, 190334634]",twochallengestoeuropeancitizenship,[u'1996']
deLevaP1996,[u'delevapadjustmentsto'],"[42195780, 115016116, 25391853, 2292372, 142045233, 67204263, 409760709, 113368593, 189376886, 48811866, 446514843, 98364393, 234278164, 150725630, 62856644, 56843574, 151031619, 523785654, 391435994, 135381956, 52760648, 180914924, 123782216, 2003515, 84056193, 498012931, 299358585, 172993116, 111256740, 150416421, 230070994, 65600548, 147308740, 34577526, 21195510, 445821784, 60674041, 73542176, 151349474, 45457566, 188386223, 3563493, 120158953, 36771302, 162216121, 176530465, 738392, 5035090, 151434215, 201611405, 96804343, 492882848, 263535406, 29450002, 75727730, 172844452, 64444262, 48253727, 194014093, 65237679, 273786711, 266767688, 514753255, 16273865, 92183541, 204748297, 41928830, 391726529, 382658563, 55400114, 129179360, 38370084, 145919293, 163091653, 888766, 30461813, 224698489, 57318280, 23443431, 30120155, 191597141, 45611320, 4760104, 151292928, 153959044, 169324675, 89092110, 367861399, 203215192, 288376107, 164359072, 85020442, 440826553, 203291494, 37434686, 342136183, 392712307, 3674821, 24493279, 35168392, 176196619]",ssegmentinertiaparameters,[u'1996']
Brennan1993,"[u'brennan', u'g', u'lomasky', u'l']","[104097962, 308597071, 50822394, 54827463, 17374558, 79645911, 93966375, 52159967, 55284398, 79862216, 122343845, 84491408, 169710193, 509560943, 31654695, 29358132, 112718897, 213626372, 55219034, 12711327, 84589092, 129209592, 18322167, 83332854, 25290437, 178880210, 42101700, 194563692, 2921274, 78694753, 4497925, 5276117, 168669143, 56910175, 67334717, 47193637, 151430045, 1868865, 25802705, 240624960, 8731927, 26304180, 29845105, 101042461, 29840793, 106068418, 3403107, 15993035, 135093957, 16848212, 302542975, 175558327, 48175939, 14376249, 40700591, 54374534, 89216386, 37592207, 58595112, 106075626, 36370437, 24473206, 2121978, 204478885, 89646593, 60746069, 81816535, 73839959, 276147342, 205599445, 13165878, 101583161, 6982821, 19071615, 43754256, 28612996, 169996114, 86521572, 64197903, 51539608, 23629490, 37128277, 324307236, 49533384, 214216512, 2663115, 100956595, 50940511, 43525032, 164270909, 34098423, 214984200, 68021664, 275406315, 7210334, 47259883, 1100197, 9336289, 18361492, 70754867, 14261827]",democracyanddecisionthepuretheoryofelectoralpreference,[u'1993']
Ridgeway1986,"[u'ridgeway', u'cl', u'berger', u'j']","[2324726, 60066837, 57779005, 44963777, 15250465, 135645654, 173152744, 164880739, 109444576, 86817116, 63935444, 82633187, 11329385, 153718654, 31654695, 193615695, 96423275, 48640908, 22855988, 17983218, 19951337, 150651945, 35486063, 2184034, 43731826, 15496897, 14324541, 30383413, 36418124, 93884450, 2747919, 24707172, 52455253, 40436513, 131998246, 119509994, 58037536, 26091000, 15498386, 253416205, 8731927, 93830190, 6597739, 13642693, 14337606, 42170204, 22068095, 361132432, 125959562, 102321850, 103885115, 101003803, 19023757, 24358128, 40700591, 11749480, 252715626, 164999221, 48477045, 88820291, 582134335, 1092330, 1666953, 122655247, 89646593, 24438834, 31595693, 23837718, 56825041, 62700238, 62411526, 1243554, 45430807, 225693261, 643932, 72128230, 18310243, 62236182, 15054365, 49978442, 20170017, 12925846, 365866035, 22207132, 108480826, 42122336, 127912352, 5887613, 46574709, 8695044, 11937896, 50017443, 66903930, 185124541, 159497470, 119943446, 67564725, 206067517, 18361492, 68493762, 256213511]",expectationslegitimationanddominancebehaviorintaskgroups,[u'1986']
Elias1965,"[u'elias', u'n', u'scotson', u'j']","[462275626, 24232085, 229206875, 54827463, 29858504, 75643099, 193943361, 13885554, 511675187, 48811866, 251816285, 166796921, 8701684, 127804142, 62856644, 29358132, 168557282, 32232188, 1043238, 86088664, 38659657, 148659876, 220821244, 366287968, 86639757, 246518782, 62889714, 165643009, 142568260, 64859588, 32404965, 21621996, 160352001, 201773507, 228572357, 298649668, 15973179, 78488655, 557118743, 514932303, 113960852, 1186497830, 42371683, 36771302, 108299715, 15713440, 97284921, 101099979, 310689741, 43273123, 13166349, 211659616, 146991490, 250011249, 40700591, 101693643, 89216386, 44159834, 19466678, 94140498, 186087136, 114224725, 173831365, 81255872, 43075831, 65675301, 173805571, 72759428, 56460963, 55672775, 114702516, 237426034, 11198864, 93262268, 400219365, 360186999, 14806634, 297732928, 64197903, 30120155, 106139817, 471704075, 155278331, 16186552, 203830949, 106414156, 89092110, 169697490, 192893728, 574718504, 34098423, 493213200, 141425738, 209079207, 170127704, 208104532, 138692600, 206639758, 160365126, 402196, 12504079]",theestablishedandtheoutsiders,[u'1965']
Unknown2006,[''],"[145709923, 170846386, 227799458, 38213632, 208817495, 4736286, 239844902, 31169558, 476200794, 1453404, 1065628, 114817172, 85840419, 16277455, 54203573, 5578977, 100220528, 31994490, 124175869, 82020448, 84589092, 94867659, 18322167, 422342385, 45968149, 229174572, 434794371, 20942204, 73703078, 151443166, 62689340, 151230960, 254632436, 151024830, 131998246, 68090868, 47538756, 43540925, 65310947, 375775059, 8731927, 85544286, 259195230, 144447434, 4505369, 113073701, 3403107, 17594660, 249634094, 260915861, 15577011, 48639997, 60796684, 333056351, 43554402, 47826253, 28768985, 19127080, 112099893, 58186263, 147166632, 47857755, 199140597, 95564432, 89646593, 165211287, 252784056, 164227834, 276147342, 30065133, 65791101, 237426034, 2194361, 55640714, 77685086, 106522747, 134333460, 86521572, 102308434, 71407462, 12555896, 118290851, 123607348, 49533384, 56827133, 107688442, 267844066, 131652329, 43525032, 103016948, 36596783, 40777017, 94299649, 149301900, 77240198, 287797332, 98037333, 354654685, 18361492, 84077845, 22440600]",theincreasingselectivityofforeignaid,"[u'2006', u'1984']"
Boden2006,"[u'boden', u'm']","[236346692, 276484564, 54791798, 10234860, 8291888, 248010913, 192874593, 11832460, 36596809, 18551855, 29436663, 39584426, 73838436, 66440306, 50639032, 11399919, 80830609, 11545370, 183117589, 135381956, 133272847, 284844688, 18322167, 83332854, 12028224, 285244008, 108693253, 55935027, 114745995, 7604081, 46352256, 52095633, 23596468, 23192674, 720386, 74581378, 47794711, 73045275, 39729099, 17158246, 352554439, 152560871, 98326081, 340243129, 29840793, 702489, 3403107, 6392239, 2845146, 17899672, 197217409, 2065199, 105786754, 31379570, 148552250, 379822902, 147914871, 122326852, 58595112, 55166610, 252138156, 47857755, 84184777, 716937, 79376191, 14243936, 45836148, 65448637, 227325377, 214063506, 151313725, 114746600, 31349563, 292635656, 643932, 30461813, 55938210, 57318280, 23443431, 96002656, 119203897, 5075701, 107543275, 23942095, 172156496, 95374622, 22957080, 141269609, 92258586, 37455523, 55185233, 216016715, 36070104, 16106094, 89884352, 36479905, 197882312, 178948882, 103063152, 354087360, 26827940]",mindasmachineahistoryofcognitivescience,[u'2006']
Lewicki1993,"[u'lewicki', u'rj', u'litterer', u'ja', u'saunders', u'dm', u'milton', u'jw']","[484831967, 305465669, 84275868, 54827463, 51353468, 85610591, 379265156, 8750085, 91549750, 94284545, 131505470, 105291489, 52488212, 301743984, 273909195, 193615695, 174188060, 76466056, 17607078, 43126702, 56809264, 55480607, 89053818, 346157627, 65104592, 9272005, 230792444, 61638155, 37294257, 298169831, 101376366, 70210322, 169622647, 81068729, 232792651, 88542772, 39493174, 43540925, 315001908, 166292037, 55156091, 75890692, 31927900, 292951915, 183414151, 181804467, 4988652, 81207582, 43705468, 166417629, 105947751, 48639997, 88544497, 16994188, 37735077, 47826253, 28768985, 354238967, 234157755, 58186263, 9256321, 170281464, 56814704, 103454883, 355367219, 122417905, 17473067, 44293065, 282524958, 245104761, 259932706, 169947836, 101297135, 282588624, 77685086, 27534934, 181079895, 152498694, 64197903, 79850582, 89721399, 155018273, 21639718, 24503401, 56827133, 190162775, 113304280, 37895289, 51414748, 1090313, 53946482, 91367929, 119173449, 51369213, 77492848, 208104532, 139469111, 162093850, 137030948, 84077845, 39702178]",negotiationreadingsexercisesandcases,[u'1993']
Clarke2002,"[u'clarke', u's']","[42195780, 82901186, 25391853, 54827463, 20720776, 5027707, 13557065, 74394922, 99351196, 126085204, 189509367, 82633187, 34904802, 3104988, 41972319, 5578977, 10034809, 201588412, 60631153, 135381956, 13468266, 47379221, 22447741, 23554678, 272118164, 5834751, 75413793, 49681162, 66556371, 15725716, 183727293, 563617, 23812925, 34577526, 67023173, 32687342, 28461464, 65369212, 50310329, 48974305, 258042708, 3563493, 3632602, 16222813, 116442316, 14269953, 15758873, 39562356, 43381260, 2652625, 15577011, 60283280, 19023757, 18313039, 40700591, 31237814, 37127872, 117288897, 113807509, 39161355, 47526169, 9568476, 129940518, 102787756, 31221068, 48562322, 54457011, 3139307, 38654741, 36437922, 156824052, 60020080, 59327670, 32274913, 643932, 11491612, 63428034, 33981664, 7613146, 58425918, 20170017, 46773963, 5639670, 10952286, 57922748, 33276613, 60970351, 59543849, 16204128, 42166455, 99178340, 115998152, 79557209, 128106611, 62957167, 57670601, 53739126, 200459686, 8255825, 49187995, 161001479]",marketandinstitutionaldeterminantsofwageinequalitiesinrussia,[u'2002']
Knorr1981,[u'knorrcetina'],"[16278551, 259617231, 31791226, 5590474, 26754446, 41951901, 64970727, 22407247, 17868557, 6698837, 76319669, 63419076, 8701684, 34528824, 154227521, 88039349, 2562242, 125804663, 57182466, 7811066, 68876543, 64797695, 24764219, 143704785, 64197911, 103524685, 563412, 101822232, 136496514, 22674882, 8261167, 23168664, 27545801, 11831227, 21195510, 33059765, 16567690, 65369212, 120762757, 29116646, 72226411, 3455068, 104028227, 9035924, 64861232, 5921736, 259875025, 218831287, 161750314, 116945030, 66429908, 101086371, 146524917, 24358128, 138173917, 130285889, 28280566, 155339294, 14812842, 4453114, 10823899, 170309803, 38892647, 92894836, 160071335, 39161715, 101087441, 206441933, 10405007, 12914093, 24949833, 40718855, 99222795, 52234396, 122657547, 101730686, 293368471, 36829466, 20119067, 8597769, 106139817, 20708843, 25239736, 26912669, 200157344, 50097133, 13216189, 95861821, 43525032, 29411038, 3788605, 142841415, 73870075, 52349366, 37434686, 17192876, 25966909, 16682837, 215229709, 39345482, 12789438]",diefabrikationvonerkenntniszuranthropologiedernaturwissenschaft,"[u'1981', u'1991']"
Wright2010,"[u'wright', u'matthew', u'winters']","[145709923, 170846386, 227799458, 247123352, 184423673, 4736286, 48435478, 16777042, 484216094, 94182288, 8533101, 263121206, 108621731, 136131633, 58755117, 20445079, 204167819, 31994490, 124175869, 82020448, 601558648, 94867659, 268230884, 43213657, 12028224, 266126759, 196751182, 20942204, 73703078, 80543961, 1308460, 131872721, 34377264, 48903312, 720386, 47193637, 151430045, 1868865, 117910372, 119940859, 8731927, 425583140, 405719654, 31444980, 4505369, 113073701, 6328019, 17594660, 267422055, 120004845, 462757850, 271253672, 60796684, 202492255, 55789057, 6328243, 83783220, 19127080, 112099893, 173512790, 24373882, 24473206, 199140597, 95564432, 68516304, 251526446, 61660632, 164227834, 317460602, 8104295, 54428475, 101583161, 31349563, 55640714, 138097568, 142166280, 134333460, 71996628, 151173860, 58425918, 106139817, 27084588, 391415078, 312462591, 243634639, 93633862, 267844066, 26128684, 43525032, 164270909, 88108250, 40777017, 107303486, 149301900, 135895668, 287797332, 1100197, 200459686, 18361492, 81378952, 22440600]",thepoliticsofeffectiveforeignaid,[u'2010']
Markolf1995,"[u'markolf', u'kl', u'burchfield', u'dm', u'shapiro', u'mm', u'shepard', u'mf', u'finerman', u'ga', u'slauterbeck', u'jl']","[25319901, 63773379, 25391853, 62123269, 274769317, 56896854, 119133551, 2856235, 61023012, 115964871, 95883300, 23807545, 52488212, 116683086, 27520848, 3580234, 17015405, 523785654, 40789622, 96203674, 93782184, 39512798, 24764219, 28881285, 28845635, 326072, 206051963, 2419857, 88832776, 84182923, 79789489, 8745251, 100654401, 1940054, 21195510, 49197743, 15973179, 43540925, 29598848, 45457566, 2849477, 3563493, 31978190, 4733220, 73172463, 94814981, 17345006, 19918161, 151434215, 1691730, 82507463, 85554003, 54990163, 123510253, 89107687, 47826253, 135907431, 50995890, 6129609, 70832234, 89196088, 2711672, 1862382, 27084449, 32023723, 60578688, 45846059, 84700502, 130492643, 146855397, 99838991, 8999005, 48314083, 15631409, 5187889, 30461813, 29853023, 22535147, 23443431, 157251484, 81115006, 155358297, 40378396, 68566836, 139406133, 34722725, 113304280, 29250025, 11247709, 148995244, 53946482, 19338413, 171395999, 110912607, 44544647, 83453309, 18480159, 12372030, 290474, 20416026, 28083930]",combinedkneeloadingstatesthatgeneratehighanteriorcruciateligamentforces,[u'1995']
Schumpeter1911,"[u'schumpeter', u'ja']","[176436558, 163664129, 27259416, 130745881, 241995410, 138014431, 48435478, 52159967, 172185373, 94182288, 35420714, 42951127, 151753801, 136131633, 388050168, 29358132, 168557282, 82515406, 55219034, 171491864, 98318183, 335899982, 18322167, 308047321, 330555227, 200483274, 550378863, 437222286, 30124218, 28466214, 1308460, 304649160, 194448984, 164198667, 881911925, 15216666, 263949685, 73542176, 50787627, 45457566, 418641244, 152560871, 202216453, 98203978, 34772907, 127203790, 3403107, 15993035, 172251224, 722910447, 407938109, 165493218, 38468327, 123133824, 63825966, 9387194, 89216386, 802101370, 112099893, 222426984, 186087136, 24473206, 277285988, 270759690, 112769339, 60746069, 98426825, 95779979, 1043786, 55672775, 122331948, 2744998, 105021684, 439859936, 183234600, 87380380, 15432982, 93223629, 67459617, 300848175, 48683516, 355100228, 324307236, 22947002, 14472469, 107688442, 267844066, 260204045, 89080516, 309818161, 34098423, 35248707, 56274507, 200210415, 462123013, 126359346, 1100197, 12372030, 97558837, 35168392, 48706191]",theoryofeconomicdevelopment,[u'1911']
Freud1926,"[u'freud', u'sigmund']","[22413391, 88515682, 2181893, 309155874, 93132520, 30641012, 25875521, 234931087, 151105476, 15898726, 251816285, 39552912, 8701684, 58961879, 50639032, 47737292, 27397131, 77017639, 96071030, 18080267, 13468266, 39014648, 93019313, 11154525, 92829412, 105251396, 4881298, 22815775, 165895870, 875795, 84574746, 308545783, 34168209, 98074885, 72547972, 21525001, 48867448, 139390025, 67858312, 316159758, 79907263, 3455068, 6381487, 1271283, 64861232, 16823381, 84471965, 39562356, 71338814, 24413176, 32909339, 140266604, 189511361, 39355647, 85091454, 14817471, 62515589, 62346127, 14812842, 143431268, 12283592, 77846611, 41977492, 102787756, 167816318, 223946066, 26860528, 120539695, 45115745, 43923925, 114402522, 13334571, 145919293, 96657953, 124537988, 12600155, 6991698, 57318280, 7613146, 29091078, 20170017, 36411328, 107543275, 87180754, 68464562, 13276971, 83016758, 25507047, 43525032, 29411038, 3788605, 128414720, 32021241, 17775125, 14298398, 33520177, 32216566, 222732816, 36868034, 50901886, 9677974]",diefragederlaienanalyseunterredungmiteinemunparteiischen,"[u'1926', u'1975']"
Honkatukia2004,"[u'honkatukia', u'p', u'kekoni', u't']","[47302215, 67041070, 198736499, 9033372, 18448340, 199254017, 40589328, 4889722, 6946165, 79862216, 38517949, 6775256, 41663721, 64251727, 2876276, 3580234, 10034809, 108735083, 22784700, 67988546, 37172778, 41533481, 81288063, 171239471, 5822667, 9272005, 58473241, 52900053, 8608420, 78694753, 17691991, 81561708, 17238251, 23097441, 177955045, 50531912, 18883231, 78488655, 178531956, 52001912, 2278363, 6546570, 21759114, 3452480, 29840793, 2897189, 69092737, 2356202, 77282372, 6072854, 35822824, 64299624, 55334211, 14376249, 4728633, 19252356, 45353140, 11992809, 14812842, 73712721, 21611626, 142864390, 25625038, 29995419, 68516304, 24438834, 105887430, 16132591, 157786203, 42996662, 18504515, 1243554, 40810098, 63052241, 643932, 18136152, 92720672, 40300347, 4311414, 49978442, 158272862, 5075701, 81750645, 49687309, 7933671, 76382311, 74955980, 71093404, 49301069, 29411038, 14654445, 11428654, 25301900, 63680657, 53407597, 117434496, 32216566, 26948995, 20146148, 57522333, 185772040]",vakivaltajatyttoyskoulukodissaviolenceandfemininityinreformschoolsnuoruusjakoulukotiyouthandreformschool,[u'2004']
Roversi1991,"[u'roversi', u'a']","[2532620120L, 1823266722, 672827268, 3168707182L, 449862633, 1752437578, 1338553302, 3562237102L, 1024507214, 563894127, 419352005, 2783849903L, 3843377847L, 3555132345L, 1406621623, 408707075, 3909298107L, 3862581511L, 3769717224L, 235532101, 1106516002, 951839703, 1100434570, 152754231, 4078981599L, 2719429094L, 1395472910, 1217691373, 3610905407L, 2384223776L, 1450351156, 228012494, 1161997882, 366809294, 3885178364L, 727766784, 2269065184L, 2249464157L, 2121256203, 943370642, 3707668606L, 2041702362, 554408648, 4191937955L, 3359330521L, 4107912309L, 2073060168, 1582227819, 1506588602, 1890766471, 124411243, 3726480874L, 4060393060L, 1160557206, 1103521498, 2597064371L, 2581799789L, 5831354, 3488335734L, 3958248242L, 2372739879L, 3458878945L, 104039090, 3130052194L, 867375519, 12979930, 529046633, 3762385090L, 2255654677L, 1808143744, 3157471762L, 2161641934L, 1122293021, 438335437, 1622594343, 1578229609, 306975754, 1078365345, 239336544, 933271453, 181421766, 3675182385L, 3276772763L, 4109570641L, 117522274, 3836620104L, 469926412, 806912994, 1832140134, 1889555904, 2984924611L, 3654815447L, 1238147996, 2835516183L, 3250844973L, 1928387670, 3869856700L, 398404281, 3658834755L, 3235331487L, 991064236]",,[u'1991']
Likert1967,"[u'likert', u'r', u'mcgrawhill']","[117680125, 343287756, 48957000, 113141141, 352333286, 265821970, 445853712, 250874276, 13492110, 94182288, 131505470, 114883696, 817755898, 136131633, 79721344, 193615695, 6698349, 249179153, 82582261, 26722488, 64857671, 233717566, 87789704, 128389714, 76800877, 58572353, 105737282, 452277099, 72330644, 426875982, 101376366, 451550233, 67668222, 73494356, 30624788, 198665271, 131452458, 48838668, 108641944, 46865953, 42305706, 234702834, 54099563, 574685449, 271216822, 154113004, 8378964, 174011986, 451167761, 395190224, 39582233, 56982460, 53641897, 24358128, 101120813, 280374428, 26320493, 132247958, 27885901, 116653158, 12283592, 87478833, 261185104, 264926955, 160071335, 27153905, 63045656, 200366632, 284661026, 55672775, 122331948, 207236328, 59882721, 60559820, 122657547, 94892512, 339329607, 250331865, 205133871, 79850582, 106139817, 155018273, 321990429, 92653099, 93889610, 107688442, 267844066, 235326245, 147290202, 316184588, 341555911, 14234212, 464663849, 158378812, 237735672, 267648552, 5514137, 13472997, 62715981, 74470970, 137544344]",thehumanorganization,[u'1967']
Walters2001,[u'walters'],"[82282665, 88515682, 61070122, 103276027, 113331481, 81940362, 182526071, 52159967, 23244168, 162290651, 54208302, 27973288, 25995673, 150725630, 23578899, 30420841, 36843235, 472538477, 142776400, 90390601, 13468266, 98926546, 18322167, 32372110, 10185248, 393631787, 189112149, 135047504, 94834366, 81133786, 22718864, 313368604, 104495180, 126693957, 29712281, 12759554, 15973179, 161654448, 204124167, 160308767, 36858684, 140438239, 121522895, 24872425, 57250266, 127203790, 3403107, 14393418, 2759065, 269366282, 112721276, 95246885, 47919981, 51066600, 85091454, 30536679, 108376478, 33067849, 112099893, 12200948, 226624326, 47857755, 38125526, 295800079, 15976430, 36362193, 100409144, 95779979, 18094112, 110255854, 79858320, 67407579, 60052609, 66236505, 5187889, 9549428, 29853023, 62236182, 298548951, 58425918, 208841503, 35950743, 83488531, 10952286, 182920206, 45602264, 83016758, 25507047, 47599583, 147784206, 48857104, 29290199, 85103577, 208758227, 147151899, 228883657, 87871748, 80574553, 118946742, 77371498, 106365590]",alltheragethestoryofgayvisibilityinamerica,[u'2001']
Kalichman1995,"[u'kalichman', u'sc', u'rompa', u'd']","[17671448, 7262575, 56055551, 54827463, 6693115, 21135271, 43030640, 14709359, 13492110, 16781049, 6154444, 27973288, 15638613, 125936349, 47146006, 109814887, 4690943, 3928091, 82582261, 57932921, 7097786, 257087149, 11919839, 105185744, 5822667, 6231731, 118384933, 6589799, 210852150, 118863675, 101376366, 48554730, 110720472, 48667677, 18270836, 11193636, 58037536, 19262472, 65310947, 100283630, 139495223, 48236929, 29845105, 49220924, 9122014, 158851948, 738392, 5035090, 1452536, 39489972, 46777241, 60283280, 98773459, 24358128, 40700591, 47826253, 47044823, 19127080, 64061929, 27409394, 210879, 39911918, 55024900, 46333018, 50981065, 24438834, 17248674, 42261906, 39639877, 30065133, 8943189, 1243554, 75610082, 11806073, 112014461, 5073295, 1591391, 28351760, 64197903, 49978442, 16423864, 1318019, 4760104, 2542478, 35687883, 27860951, 7647953, 48256836, 59968006, 1090313, 103129872, 30602415, 1888738, 34586198, 113985978, 12572636, 6976103, 4703063, 2823883, 62336515, 22440600]",sexualsensationseekingandsexualcompulsivityscalesreliabilityvalidityandpredictinghivriskbehaviour,[u'1995']
