Id_ref,author_name,hash_values,norm_title_str,years
Unknown1972,"[u'alderfer', u'cp']","[102358662, 174692589, 48957000, 42185866, 64604325, 2858579, 24793916, 258233247, 13492110, 199355458, 131505470, 54945037, 118516260, 49542510, 128523876, 5578977, 6698349, 164712357, 17607078, 26722488, 122742687, 56165166, 28588578, 75528165, 76800877, 18303369, 6732564, 2419857, 72330644, 78694753, 101376366, 39799291, 34838285, 1940054, 30624788, 37913429, 131452458, 11621723, 95853277, 46865953, 8611146, 17034956, 54099563, 14590028, 9122014, 154113004, 738392, 5035090, 77282372, 61689721, 15577011, 85554003, 19023757, 24358128, 3031231, 11749480, 19983319, 104395540, 27885901, 55066419, 209285398, 87478833, 203991417, 102787756, 785497, 23835448, 41928830, 73839959, 29671389, 148329955, 35326677, 70784085, 59882721, 60559820, 43754256, 5073295, 133549219, 85682322, 7613146, 14727244, 111534327, 155018273, 812870, 92653099, 7933671, 81057514, 159577538, 43955445, 147290202, 20851018, 53946482, 14234212, 1888738, 158378812, 12164206, 147533804, 5514137, 64353794, 47739936, 70265807, 137544344]",existencerelatednessandgrowthhumanneedsinorganizationalsettings,[u'1972']
Neumayer2003a,[u'neumayer'],"[42195780, 6333515, 2181893, 30081079, 8291888, 56896854, 43030640, 17559905, 17868557, 94182288, 16041108, 32125027, 34904802, 57915527, 73454592, 10264337, 36843235, 31994490, 17607078, 105382875, 13468266, 180914924, 24764219, 32372110, 272118164, 15496897, 75413793, 2419857, 51108101, 13332722, 54030653, 137327744, 52455253, 1940054, 39990031, 10643198, 28461464, 19262472, 97041596, 45457566, 29997020, 3563493, 177101599, 15442024, 29840793, 10310046, 22068095, 14393418, 172251224, 16250384, 3177940, 85554003, 19023757, 24358128, 40700591, 30536679, 108376478, 65946730, 45376244, 39161355, 63711313, 191790232, 6475413, 80940674, 68118827, 36362193, 54457011, 59593621, 1043786, 55672775, 122331948, 102550799, 60052609, 52234396, 643932, 276215956, 134333460, 33981664, 7613146, 51539608, 20170017, 5075701, 5639670, 129743871, 144792864, 8654237, 26059901, 59543849, 161115727, 20851018, 22341446, 35248707, 56274507, 24641464, 62957167, 126359346, 17104892, 12372030, 24493279, 31616002, 48706191]",thedeterminantsofaidallocationbyregionalmultilateraldevelopmentbanksandunitednationsagencies,[]
Piliavin1978,"[u'piliavin', u'ja', u'martin', u'rr']","[30905367, 73159759, 25391853, 44963777, 17318751, 135645654, 48435478, 16777042, 237478803, 89587952, 59638979, 107170083, 102700308, 22761740, 47146006, 84058663, 136320480, 48640908, 82582261, 36824710, 19951337, 161158611, 15925053, 41875496, 221779534, 41069873, 185502064, 28730576, 50335331, 186503725, 1308460, 34853527, 16690930, 48903312, 67023173, 32687342, 58037536, 65369212, 19009370, 100283630, 8731927, 3563493, 6597739, 24872425, 223969888, 123751048, 8606262, 18451168, 1452536, 43273123, 4863958, 60283280, 57686695, 123510253, 101120813, 71440527, 108376478, 19127080, 16594856, 12200948, 12283592, 136950411, 1666953, 27084449, 15976430, 150510729, 63045656, 84700502, 107034127, 25620779, 37261770, 35922042, 60052609, 188050861, 2409393, 170125389, 77927244, 61107915, 127236704, 55670011, 38507130, 46773963, 3294237, 47757071, 57922748, 42122336, 60970351, 9851253, 59968006, 1090313, 36696575, 29290199, 64309210, 17472532, 100373522, 57670601, 67564725, 105769672, 18361492, 47585610, 14261827]",theeffectsofthesexcompositionofgroupsonstyleofsocialinteraction,[u'1978']
Lam1992,"[u'lam', u'deborah', u'levison']","[189773414, 31867962, 2181893, 54827463, 164109355, 56896854, 13557065, 17267708, 304685139, 84642430, 8533101, 166796921, 65797311, 57967272, 14529511, 5578977, 27397131, 242785431, 17607078, 67988546, 82101447, 43687963, 43963123, 158928301, 65104592, 200483274, 376905243, 2419857, 50335331, 70977094, 8355796, 34853527, 142837178, 1940054, 524917371, 69303297, 269326628, 43540925, 49208741, 100283630, 46639958, 7812257, 3632602, 16222813, 175605117, 280617123, 15758873, 66412326, 1452536, 30682864, 3177940, 25680295, 57686695, 39355647, 13154439, 47826253, 5677426, 44032796, 14812842, 19376565, 27403119, 57377354, 96874724, 17750572, 32023723, 18726290, 138283903, 45312880, 38654741, 59113771, 2155021, 35922042, 93143200, 66236505, 86191538, 30461813, 83502645, 57318280, 4311414, 35997776, 48683516, 5075701, 82798492, 129743871, 43118817, 33276613, 200416095, 9851253, 49301069, 20851018, 53946482, 11428654, 64309210, 128106611, 116472151, 119943446, 32216566, 80574553, 7832843, 47585610, 39702178]",schoolingdecomposingearningsinequalityintheunitedstatesandbrazil,[u'1992']
Bairner2006,"[u'bairner', u'a']","[42195780, 134553911, 25391853, 54827463, 121893006, 2858579, 60276863, 77101232, 947810, 7115469, 8533101, 32125027, 174844766, 16277455, 48864302, 12979259, 17324795, 297753898, 52857470, 67988546, 38659657, 152168077, 18322167, 32372110, 9281415, 248195102, 129538818, 156697510, 126842487, 414195966, 32404965, 39799291, 187350056, 40718274, 45965972, 34143576, 15973179, 117271213, 90808950, 2865626, 119520155, 3563493, 127764893, 24220025, 55218058, 58162461, 3403107, 14393418, 109647397, 86022844, 83884545, 148341653, 53641897, 123510253, 40700591, 9508557, 108376478, 129871093, 14812842, 12200948, 27403119, 47857755, 202532096, 171823140, 42427855, 36362193, 173805571, 101342455, 12589195, 55672775, 114702516, 30121742, 99251319, 60559820, 263627131, 2848750, 29853023, 83253679, 4311414, 30120155, 38794855, 332139827, 91883676, 49533384, 5888653, 107688442, 89092110, 169697490, 49301069, 29411038, 1841990, 11428654, 62437435, 54728783, 89884352, 11782642, 32216566, 31471480, 160365126, 345776076, 12504079]",theleicesterschoolandthestudyoffootballhooliganism,[u'2006']
Stempel2004,"[u'stempel', u'gh', u'hargrove', u't']","[42195780, 87987716, 2181893, 1780493, 129259464, 125483507, 104025211, 5387154, 220997447, 3693266, 267847163, 17530710, 33587817, 230362154, 142895677, 5578977, 102298659, 268467576, 123335187, 41813867, 152326306, 84591190, 123782216, 32376267, 33691829, 172151140, 118384933, 1719158, 86000060, 20884131, 9436795, 52095633, 91022450, 56338306, 61864501, 176208874, 49293394, 111851581, 11244787, 11404507, 11579712, 3563493, 58964655, 80471958, 381836452, 53843635, 88690536, 8124390, 135093957, 158450557, 15577011, 264332728, 96381198, 39355647, 10152590, 227849218, 148380108, 62346127, 25789795, 113891198, 200589127, 148348694, 38892647, 21331244, 64028828, 87318833, 19773300, 44083056, 18781869, 213279083, 32631224, 87363132, 9845399, 34480350, 5187889, 266996532, 75186872, 141606413, 90710539, 113650832, 54395939, 143049190, 58269997, 12301997, 40359476, 9100820, 47234051, 9851253, 43525032, 100636858, 22951360, 19338413, 209579101, 123095719, 98050742, 119943446, 84111980, 40151073, 11565227, 4448814, 69238081]",despitegainsinternetnotmajorplayerasnewssource,[u'2004']
Bonß1985,"[u'bonss', u'heinz']","[16278551, 138391124, 182537425, 173057167, 93132520, 34261969, 64970727, 97705831, 69681344, 6698837, 28954163, 38985569, 66071916, 64281697, 156781133, 54778165, 20567799, 38482859, 64434883, 50467428, 159261311, 39014648, 91195620, 75897345, 10185248, 103524685, 6732564, 72173718, 96113430, 93525775, 47090853, 23168664, 27545801, 11831227, 479094083, 21525001, 16567690, 43540925, 65310947, 29116646, 148282990, 85544286, 21759114, 1271283, 8275290, 5921736, 16673724, 108898560, 71338814, 48188624, 15692343, 101586986, 47843305, 24358128, 4728633, 104529464, 14024100, 104395540, 14812842, 65237679, 12298538, 9236738, 49321869, 81839893, 167816318, 208631019, 124205968, 165039155, 10405007, 7320670, 35326677, 52254434, 21689795, 65988573, 83819880, 2848750, 66161603, 36829466, 54806703, 65382091, 92752400, 20708843, 78090144, 5178694, 51085695, 13276971, 17043479, 71306660, 49301069, 29411038, 47436381, 108015188, 32825262, 49083783, 14639953, 46615363, 32216566, 21773660, 47739936, 39345482, 9677974]",entzaubertewissenschaftzurrelativitatundgeltungsoziologischerforschung,[u'1985']
Castilla2005,"[u'castilla', u'ej']","[11382417, 25830467, 12953233, 31188988, 17318751, 81940362, 161197605, 132504170, 52807383, 51184156, 54208302, 32125027, 102700308, 64251727, 188944873, 12923789, 36843235, 54248533, 17607078, 26722488, 222445199, 45331793, 123782216, 32372110, 33691829, 65585778, 86868414, 89372579, 106843418, 93525775, 44445960, 77037109, 224383754, 204988197, 29942303, 175390195, 86470770, 64494928, 105241783, 45457566, 42305706, 3563493, 118412082, 29617591, 60442033, 24815192, 34660782, 14393418, 172251224, 945424, 74231046, 25304701, 47843305, 72263360, 40700591, 30536679, 3417966, 62346127, 275405214, 19005551, 21611626, 22467737, 6475413, 27084449, 10439462, 36362193, 31595693, 328407984, 302756139, 72693291, 27700614, 52254434, 31145993, 61751356, 83819880, 71033905, 250543692, 18330215, 64197903, 107576024, 93733532, 105137911, 54625348, 50190076, 79856990, 9100820, 115882704, 543349707, 26155037, 20851018, 22341446, 56436605, 85287763, 13477685, 77240198, 15189538, 233760281, 9495134, 70966820, 67404641, 67145794]",socialnetworksandemployeeperformanceinacallcenter,[u'2005']
Boden2006,"[u'boden', u'm']","[236346692, 276484564, 54791798, 10234860, 8291888, 248010913, 192874593, 11832460, 36596809, 18551855, 29436663, 39584426, 73838436, 66440306, 50639032, 11399919, 80830609, 11545370, 183117589, 135381956, 133272847, 284844688, 18322167, 83332854, 12028224, 285244008, 108693253, 55935027, 114745995, 7604081, 46352256, 52095633, 23596468, 23192674, 720386, 74581378, 47794711, 73045275, 39729099, 17158246, 352554439, 152560871, 98326081, 340243129, 29840793, 702489, 3403107, 6392239, 2845146, 17899672, 197217409, 2065199, 105786754, 31379570, 148552250, 379822902, 147914871, 122326852, 58595112, 55166610, 252138156, 47857755, 84184777, 716937, 79376191, 14243936, 45836148, 65448637, 227325377, 214063506, 151313725, 114746600, 31349563, 292635656, 643932, 30461813, 55938210, 57318280, 23443431, 96002656, 119203897, 5075701, 107543275, 23942095, 172156496, 95374622, 22957080, 141269609, 92258586, 37455523, 55185233, 216016715, 36070104, 16106094, 89884352, 36479905, 197882312, 178948882, 103063152, 354087360, 26827940]",mindasmachineahistoryofcognitivescience,[u'2006']
Lerch2007,"[u'lerch', u'f', u'sydow', u'j', u'huxham', u'c', u'hibbert', u'p']","[30905367, 99733077, 25391853, 179108743, 80538030, 2858579, 52222526, 24040086, 78108386, 48811866, 138872709, 44762388, 8701684, 16277455, 47146006, 26276372, 67595447, 157046441, 130274171, 25964034, 12134038, 166424127, 81326629, 201618441, 46677930, 75075994, 2768091, 28730576, 9227529, 180364853, 232895627, 39799291, 16690930, 62742876, 10685345, 184883897, 47538756, 25271031, 23823055, 91672660, 153518855, 3563493, 85980633, 36771302, 33739004, 126779059, 139675165, 19381825, 1452536, 91716531, 3562645, 96018156, 42509197, 16994188, 43554402, 54374534, 2260346, 119929379, 23730607, 86918575, 12298538, 77846611, 10969129, 51820519, 38226822, 145158491, 173805571, 84700502, 29671389, 151147186, 37261770, 22735513, 2194361, 98820308, 38125884, 55630821, 112074480, 69240353, 17543172, 24719340, 23629490, 66083677, 11831389, 47757071, 9313660, 111197161, 89092110, 19981078, 2535194, 316277362, 13330470, 146497328, 50545965, 9705146, 114988616, 14531844, 3096742, 8815254, 34752319, 205110880, 42651170]",octoberleadershipinclustersacomparisonoffourphotonicsclusters,[u'2007']
Ahima2000,"[u'ahima', u'rs', u'flier', u'js']","[2532620120L, 1823266722, 672827268, 3168707182L, 449862633, 1752437578, 1338553302, 3562237102L, 1024507214, 563894127, 419352005, 2783849903L, 3843377847L, 3555132345L, 1406621623, 408707075, 3909298107L, 3862581511L, 3769717224L, 235532101, 1106516002, 951839703, 1100434570, 152754231, 4078981599L, 2719429094L, 1395472910, 1217691373, 3610905407L, 2384223776L, 1450351156, 228012494, 1161997882, 366809294, 3885178364L, 727766784, 2269065184L, 2249464157L, 2121256203, 943370642, 3707668606L, 2041702362, 554408648, 4191937955L, 3359330521L, 4107912309L, 2073060168, 1582227819, 1506588602, 1890766471, 124411243, 3726480874L, 4060393060L, 1160557206, 1103521498, 2597064371L, 2581799789L, 5831354, 3488335734L, 3958248242L, 2372739879L, 3458878945L, 104039090, 3130052194L, 867375519, 12979930, 529046633, 3762385090L, 2255654677L, 1808143744, 3157471762L, 2161641934L, 1122293021, 438335437, 1622594343, 1578229609, 306975754, 1078365345, 239336544, 933271453, 181421766, 3675182385L, 3276772763L, 4109570641L, 117522274, 3836620104L, 469926412, 806912994, 1832140134, 1889555904, 2984924611L, 3654815447L, 1238147996, 2835516183L, 3250844973L, 1928387670, 3869856700L, 398404281, 3658834755L, 3235331487L, 991064236]",,[u'2000']
Moulton1970,"[u'moulton', u'w']","[203621907, 247726904, 2181893, 54827463, 34550934, 56896854, 73275756, 74394922, 23244168, 211679767, 186803979, 39584426, 378263, 54446829, 23578899, 117733356, 80830609, 228939798, 17607078, 191119326, 13468266, 180914924, 44305485, 15298203, 275687350, 275484222, 19504762, 2419857, 142568260, 2066660, 129257187, 29662770, 142837178, 1940054, 10685345, 53346852, 81213639, 75344931, 49208741, 135971407, 62472170, 29470223, 35909622, 130703061, 161102872, 229219546, 17345006, 81207582, 82303580, 124479143, 3177940, 85554003, 176218637, 39355647, 40700591, 47826253, 37127872, 176526098, 112099893, 88940800, 39358719, 71659854, 96874724, 217951688, 12947146, 14243936, 54457011, 17928877, 138492079, 195502947, 39842280, 102550799, 93143200, 80858976, 110301722, 360612957, 63428034, 116880227, 64197903, 144814472, 16957731, 5075701, 162685892, 61905378, 139406133, 27452557, 52021726, 9851253, 170699078, 20851018, 55185233, 151422837, 107303486, 203561644, 23826977, 119943446, 87871748, 87374357, 12521982, 47585610, 79759171]",linguisticsandlanguageteachingintheunitedstates,"[u'1970', u'1940', u'1962']"
Alesina2000,"[u'alesina', u'david', u'dollar']","[2532620120L, 1823266722, 672827268, 3168707182L, 449862633, 1752437578, 1338553302, 3562237102L, 1024507214, 563894127, 419352005, 2783849903L, 3843377847L, 3555132345L, 1406621623, 408707075, 3909298107L, 3862581511L, 3769717224L, 235532101, 1106516002, 951839703, 1100434570, 152754231, 4078981599L, 2719429094L, 1395472910, 1217691373, 3610905407L, 2384223776L, 1450351156, 228012494, 1161997882, 366809294, 3885178364L, 727766784, 2269065184L, 2249464157L, 2121256203, 943370642, 3707668606L, 2041702362, 554408648, 4191937955L, 3359330521L, 4107912309L, 2073060168, 1582227819, 1506588602, 1890766471, 124411243, 3726480874L, 4060393060L, 1160557206, 1103521498, 2597064371L, 2581799789L, 5831354, 3488335734L, 3958248242L, 2372739879L, 3458878945L, 104039090, 3130052194L, 867375519, 12979930, 529046633, 3762385090L, 2255654677L, 1808143744, 3157471762L, 2161641934L, 1122293021, 438335437, 1622594343, 1578229609, 306975754, 1078365345, 239336544, 933271453, 181421766, 3675182385L, 3276772763L, 4109570641L, 117522274, 3836620104L, 469926412, 806912994, 1832140134, 1889555904, 2984924611L, 3654815447L, 1238147996, 2835516183L, 3250844973L, 1928387670, 3869856700L, 398404281, 3658834755L, 3235331487L, 991064236]",,[u'2000']
RW2005,"[u'rw', u'simmons']","[42195780, 88171932, 25391853, 103276027, 6591931, 69906221, 64970727, 52159967, 4983352, 48811866, 54208302, 27973288, 26871716, 208541262, 47652804, 12923789, 4690943, 291202048, 82582261, 45514302, 35874986, 23981230, 24764219, 24954327, 137177988, 58572353, 5949519, 6589799, 72330644, 81133786, 8355796, 21621996, 67668222, 34577526, 45965972, 32687342, 28461464, 48838668, 95853277, 46865953, 113960852, 3563493, 54099563, 36771302, 57250266, 127203790, 8378964, 14393418, 109647397, 38723645, 39582233, 95246885, 47919981, 24358128, 25690442, 30536679, 28280566, 132247958, 69750582, 94140498, 72876705, 87478833, 109118995, 122655247, 92183541, 36362193, 17248674, 95779979, 39639877, 75579665, 16448638, 35922042, 88187358, 60559820, 643932, 5073295, 14806634, 36829466, 23443431, 30120155, 20170017, 46773963, 812870, 29573364, 108480826, 58115285, 60970351, 9851253, 113853974, 147784206, 4524170, 14234212, 1888738, 56058393, 38836488, 119943446, 6976103, 64353794, 24493279, 70754867, 166720253]",sensoryorganizationdeterminantsofposturalstabilityintrainedballetdancers,[u'2005']
Ciuni1996,"[u'ciuni', u'u']","[65946094, 100528303, 106500094, 110149957, 16589941, 5027707, 16343731, 11407760, 364145573, 86644014, 148331216, 86491164, 8701684, 176098042, 86206524, 101092151, 149548529, 126382998, 26630456, 131956225, 10692897, 70584888, 153496745, 286085112, 228985312, 59832935, 75413793, 1719158, 39652338, 15725716, 327681724, 52095633, 187862885, 355787957, 531145079, 15749456, 164180869, 8503234, 104047937, 45457566, 139227314, 29027693, 99238574, 31444980, 36416900, 42628067, 97284921, 74108494, 172251224, 28855749, 13166349, 59943221, 131457134, 12320572, 43554402, 35069287, 148149549, 44159834, 23730607, 5539634, 12283592, 389490544, 203238223, 24620974, 64028828, 120545232, 126068030, 152547127, 86420759, 78662044, 71970960, 338651974, 13851609, 62533768, 130651271, 149228359, 214947022, 264705702, 20119067, 79850582, 60101958, 37128277, 5639670, 7774337, 211874388, 13276971, 192167963, 43037146, 115659460, 195227666, 46784800, 192124459, 32825262, 28548415, 169715421, 292992544, 84111980, 40150663, 231330545, 232521718, 69238081]",enthospitalisierungdiesichtderbetroffenen,[u'1996']
Popper1974,"[u'popper', u'karl', u'r']","[2532620120L, 1823266722, 672827268, 3168707182L, 449862633, 1752437578, 1338553302, 3562237102L, 1024507214, 563894127, 419352005, 2783849903L, 3843377847L, 3555132345L, 1406621623, 408707075, 3909298107L, 3862581511L, 3769717224L, 235532101, 1106516002, 951839703, 1100434570, 152754231, 4078981599L, 2719429094L, 1395472910, 1217691373, 3610905407L, 2384223776L, 1450351156, 228012494, 1161997882, 366809294, 3885178364L, 727766784, 2269065184L, 2249464157L, 2121256203, 943370642, 3707668606L, 2041702362, 554408648, 4191937955L, 3359330521L, 4107912309L, 2073060168, 1582227819, 1506588602, 1890766471, 124411243, 3726480874L, 4060393060L, 1160557206, 1103521498, 2597064371L, 2581799789L, 5831354, 3488335734L, 3958248242L, 2372739879L, 3458878945L, 104039090, 3130052194L, 867375519, 12979930, 529046633, 3762385090L, 2255654677L, 1808143744, 3157471762L, 2161641934L, 1122293021, 438335437, 1622594343, 1578229609, 306975754, 1078365345, 239336544, 933271453, 181421766, 3675182385L, 3276772763L, 4109570641L, 117522274, 3836620104L, 469926412, 806912994, 1832140134, 1889555904, 2984924611L, 3654815447L, 1238147996, 2835516183L, 3250844973L, 1928387670, 3869856700L, 398404281, 3658834755L, 3235331487L, 991064236]",,"[u'1974', u'1979']"
Bresnahan2001,"[u'bresnahan', u't', u'gambardella', u'a', u'saxenian', u'a']","[22413391, 2769035, 23399841, 108816658, 63144250, 2858579, 91267116, 111691683, 78108386, 161537805, 54208302, 27973288, 41663721, 64251727, 67285738, 26276372, 36843235, 31063674, 57182466, 17983218, 148219125, 64797695, 81326629, 32372110, 5822667, 14403557, 58473241, 28097208, 29457532, 93525775, 54030653, 39799291, 166219420, 37420235, 20376251, 59101402, 21526716, 26091000, 11244787, 230025812, 60710268, 3563493, 112883719, 9453877, 66149591, 15713440, 112559820, 14393418, 2845146, 65940250, 35822824, 175742343, 47843305, 24358128, 63825966, 9387194, 108376478, 129434984, 112099893, 143431268, 21611626, 9403580, 25625038, 716937, 112863981, 36362193, 56723897, 84700502, 994486, 67257024, 58500284, 33725726, 71686423, 66236505, 83819880, 57284639, 124037429, 69240353, 127236704, 37865483, 48683516, 42963858, 89061084, 236333885, 10551028, 12916626, 267844066, 9851253, 146093114, 40730540, 13330470, 23826060, 17045214, 123095719, 56535930, 69117999, 59617523, 16424210, 36868034, 67404641, 12743827]",oldeconomyinputsforneweconomyoutcomesclusterformationinthenewsiliconvalleys,[u'2001']
Mey1992,"[u'mey', u'birgit']","[99235593, 55087822, 74321035, 9033372, 16589941, 47763895, 71827160, 22407247, 64294863, 18551855, 17378970, 72160266, 8701684, 3104988, 81560451, 30420841, 20567799, 32232188, 26630456, 7811066, 54231745, 110019675, 47369398, 66765160, 90429723, 211014852, 19504762, 57116083, 39652338, 15299566, 8261167, 38571135, 150602111, 23192674, 109558928, 4474637, 16771548, 43540925, 133519715, 45457566, 48040010, 4166084, 42371683, 130703061, 73172463, 85684214, 16673724, 40800289, 2759065, 253280028, 58940774, 5433454, 97614204, 15098976, 2084472, 73582937, 37127872, 171447988, 14812842, 5539634, 12298538, 13512, 54370204, 31969956, 40952312, 5192863, 100409144, 17928877, 18094112, 23567516, 130157861, 3956153, 13851609, 53154022, 643932, 2848750, 63428034, 58265719, 4311414, 161566163, 98519015, 20708843, 96827512, 7774337, 57922748, 74958790, 13216189, 43037146, 30996224, 29411038, 23797261, 73709180, 25301900, 56736167, 116472151, 57670601, 32216566, 4703063, 33086064, 67047250, 26827940]",jugendarbeitslosigkeitundlokaleidentitatforschungsberichteausdeminstitutfurpsychologieder,[u'1992']
Sutton2000,"[u'sutton', u's', u'wardle', u'j', u'taylor', u't']","[38614808, 154319109, 2181893, 99467935, 17318751, 5027707, 24793916, 522928, 171837073, 18551855, 85777810, 110250496, 82455792, 163530392, 54101102, 961900, 80830609, 3928091, 27344745, 36824710, 34337645, 65506437, 11919839, 83332854, 124552841, 115014035, 109485686, 16931942, 155686074, 16818975, 142736828, 21621996, 314246631, 23192674, 18270836, 35956889, 32389227, 127146107, 49208741, 129055647, 24414872, 12701449, 38020319, 49220924, 88547163, 151519390, 17345006, 89126432, 12611813, 1691730, 3177940, 88938376, 54990163, 39355647, 68416060, 47826253, 108376478, 171161660, 64061929, 97726618, 17872941, 60709888, 96874724, 44436784, 26258443, 42819199, 31595693, 66959589, 92672778, 233540306, 27700614, 45924970, 40412548, 24906987, 85326148, 83718773, 14806634, 91916832, 104398329, 71407462, 23629490, 1318019, 7745633, 59003818, 108480826, 5458884, 7647953, 9851253, 7940577, 13364126, 115617834, 151422837, 82674383, 46094029, 552643, 119943446, 6705133, 51723798, 25248880, 106752209, 9270915]",predictorsofattendanceintheunitedkingdomflexiblesigmoidoscopyscreeningtrial,[u'2000']
Unknown1999,[],"[1191948, 17758156, 133823660, 54827463, 131854864, 45156048, 136464421, 161499139, 81823750, 94182288, 446514843, 29097949, 42688807, 118585249, 59276659, 16296236, 72909377, 130507167, 82582261, 26722488, 13468266, 180914924, 211010277, 408988514, 41099263, 5892553, 85979667, 364034779, 73703078, 28466214, 2747919, 101487686, 22511282, 34577526, 30624788, 68090868, 117288902, 1868865, 34647660, 45457566, 8731927, 79141260, 120711276, 42577090, 89315990, 278413993, 6328019, 6392239, 133626564, 20870299, 80169212, 112482921, 19023757, 105767517, 25690442, 201453859, 26320493, 19127080, 112099893, 19376565, 72876705, 67408249, 171006492, 99839539, 89646593, 64094171, 31595693, 167177991, 7772825, 55672775, 31407980, 38370084, 45612283, 109268347, 138097568, 12600155, 32035466, 44085676, 64197903, 96002656, 20170017, 12925846, 812870, 23942095, 68464562, 107688442, 80303542, 303935445, 38172496, 89944589, 145325139, 35248707, 38762538, 119741214, 327546142, 208104532, 73929118, 12372030, 18361492, 35168392, 22440600]",thepreventionearlydetectionandmanagementofcolorectalcancer,[u'1999']
Delanty1997,"[u'delanty', u'g']","[81688552, 14604876, 138574504, 100196230, 83922968, 117253436, 11225502, 50914504, 112148882, 126085204, 17000146, 18643670, 303470743, 68620679, 210834453, 87260934, 61462015, 32232188, 77013562, 247092591, 26100740, 29879475, 22447741, 22069289, 46193128, 39614351, 563412, 243318100, 5524460, 141290352, 177663862, 101487686, 74364697, 116247239, 18577100, 97783694, 65424031, 76591187, 110671078, 45457566, 48040010, 61141720, 42371683, 3452480, 92300978, 31950789, 8378964, 144435921, 13988228, 28523512, 66429908, 71232072, 53641897, 362586761, 47445008, 47826253, 2260346, 132247958, 64527804, 4453114, 139572060, 22199124, 188019848, 37658692, 38226822, 18726290, 63758561, 99653553, 39639877, 143577991, 75439020, 22735513, 178389797, 60559820, 603195416, 170125389, 92720672, 36829466, 216469202, 100867585, 134525124, 56796620, 81750645, 92653099, 104801986, 248550, 1050881, 11371314, 20042479, 135079948, 116249356, 14234212, 105657455, 109640400, 89884352, 86141883, 94008448, 349382909, 415702111, 37502478, 88710731]",modelsofcitizenshipdefiningeuropeanidentity,[u'1997']
Harper2000b,"[u'harper', u'h']","[223931392, 44186224, 72465401, 2581103, 53350744, 2858579, 152573199, 11677924, 17868557, 79862216, 106165885, 39584426, 378263, 57915527, 58755117, 5578977, 27397131, 48640908, 17607078, 67988546, 20727093, 36527021, 15990531, 68403186, 9976022, 6939191, 19504762, 30383413, 30124218, 48414401, 4595704, 38571135, 100654401, 166369422, 36666520, 19194031, 39910956, 25150605, 59192210, 17158246, 44374011, 23873727, 26981597, 147877263, 4505369, 11542273, 17345006, 81207582, 82303580, 6494691, 15577011, 2065199, 76778211, 14376249, 25690442, 47826253, 12666221, 78041082, 14812842, 95641879, 27403119, 220071605, 606632, 204478885, 28249768, 4802313, 125117223, 17928877, 29671389, 44895530, 42992871, 68517304, 88187358, 52234396, 116093851, 31137322, 93602968, 16992, 4311414, 55670011, 16957731, 72905329, 812870, 22324548, 10514164, 58002692, 30889652, 119754071, 5772207, 20851018, 55185233, 11428654, 34626070, 10025313, 58978218, 109001181, 32216566, 28501802, 31592850, 165423556, 39702178]",thereisnowaytoprepareforthisteachinginfirstnationsschoolsinnorthernontarioissuesandconcerns,[]
Pimenta2000,"[u'pimenta', u'cam']","[117680125, 336426771, 33102106, 96188069, 41932599, 52281574, 42094810, 52320347, 13492110, 180320042, 17378970, 135949275, 1357341, 218546311, 31369984, 242051947, 180911433, 327863374, 64434883, 162555414, 173947707, 50657134, 34765057, 83332854, 208555, 39614351, 252093271, 452277099, 72330644, 7604081, 22591627, 81561708, 67668222, 122198696, 41575806, 69303297, 35779942, 48838668, 125402283, 45457566, 93439486, 10283597, 21759114, 390155499, 37617396, 52389626, 8378964, 31934298, 89824664, 17899672, 91724918, 101586986, 53641897, 5780365, 4728633, 124352110, 180321300, 2816063, 222832937, 88082829, 397778072, 87478833, 117444607, 27084449, 81250955, 125917385, 31813754, 156424738, 81407021, 199584572, 107810031, 1243554, 5128645, 15631409, 151421, 94892512, 71317996, 118421432, 86874857, 43006465, 81115006, 155293174, 262939511, 55173098, 81029674, 93699441, 115234036, 117614437, 7311874, 324018915, 115250606, 14234212, 36070104, 66737493, 43672193, 191896581, 108797417, 9336289, 4502819, 7085130, 118027244]",violnciaentretorcidasorganizadasdefutebol,[u'2000']
Simpson1994,"[u'simpson', u'c']","[108502565, 99733077, 8961746, 54827463, 8291888, 32066348, 161473793, 4889722, 109444576, 6698837, 31080810, 58426367, 53441869, 22761740, 31467801, 3580234, 79318428, 11545370, 32183982, 57489846, 87132111, 173254517, 34752021, 7017524, 30489899, 20009332, 192873381, 170575465, 59752600, 70977094, 46352256, 101487686, 23596468, 36075153, 130659582, 74581378, 13972560, 65369212, 74847847, 52975592, 55156091, 947764, 31927900, 54238750, 29840793, 26938797, 13780188, 6392239, 131283875, 115073459, 3177940, 3879606, 86960577, 24358128, 37735077, 73582937, 78324334, 44032796, 29822846, 19376565, 27403119, 216988080, 61507736, 7043001, 171204951, 53667196, 184610176, 65448637, 227325377, 128578193, 31407980, 65363366, 60217933, 282588624, 17615027, 27534934, 129422554, 135187171, 4311414, 96002656, 79869741, 20708843, 39107825, 69000874, 24821203, 70529981, 22957080, 114470672, 92258586, 161385891, 60779121, 44136154, 48379934, 17472532, 2280032, 33520177, 163170231, 21773660, 97290128, 262137768, 183166800]",scienceofcoercioncommunicationresearchandpsychologicalwarfare19451960,[u'1994']
